Facility Information,,,,,,,,,,,,,,, Capacity ,,Population,,,,ADP: Fiscal Year,,,,,,,,,,ADP - Monthly,,,,,,,,,,,,,Facility Average Length of Stay,,,,Facility Bookins,,,,Initial Bookins,,,,ADP: Initial Bookins,,,,ADP: Criminality,,,,,,,,FY18 ADP: Detainee Classification Level,,,,FY18 ADP: Criminality and Gender,,,,FY18 ADP: ICE Threat Level,,,,FY18 ADP: Mandatory Detention,,Medical,,Contract,,,,,,,Standards Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility Statistics - FY 2018,,,,Facility Statistics - FY 2017,,,
DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Male/Female,"Levels A,B,C,D",Capacity,Current FY Utilization,Population Count,Date of Last Use,Date of First Use,FY18 Max Population Count,FY18 ADP,FY17 ADP,FY16 ADP,FY15 ADP,FY14 ADP,FY13 ADP,FY12 ADP,FY11 ADP,FY10 ADP,FY09 ADP,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,FY18 ALOS,FY17 ALOS,FY16 ALOS,FY15 ALOS,FY18 Facility Bookins,FY17 Facility Bookins,FY16 Facility Bookins,FY15 Facility Bookins,FY18 Initial Bookins,FY17 Initial Bookins,FY16 Initial Bookins,FY15 Initial Bookins,FY18 Initial Bookin ADP,FY17 Initial Bookin ADP,FY16 Initial Bookin ADP,FY15 Initial Bookin ADP,FY18 Non-Criminal,FY18 Criminal,FY17 Non-Criminal,FY17 Criminal,FY16 Non-Criminal,FY16 Criminal,FY15 Non-Criminal,FY15 Criminal,Level A,Level B,Level C,Level D,Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,ICE Threat Level 1,ICE Threat Level 2,ICE Threat Level 3,No ICE Threat Level,Mandatory,Non-Mandatory,Medical Provider Onsite?,Provider Type,Facility Operator,Facility Owner,Best Known Contract Initiation Date,Best Known Contract Expiration Date,Guaranteed Minimum,Per Diem Rate Detailed,ICE Telephone Services,Authorization Status,Authorizing Authority,Over/Under 72,Contractually Obligated Inspection Standard,PREA/Standard 2.11 Status,Current Inspection Frequency,Last Inspection Type,Last Inspection Standard,Last Inspection Pre-Occ?,Last Inspection Rating - Final,Last Inspection Rating - Recommended,Last Inspection Date,Second to Last Inspection Type,Second to Last Inspection Standard,Second to Last Inspection Pre-Occ?,Second to Last Rating,Second to Last Inspection Date,Next Inspection Date,Next Inspection Standard,Next Inspection Type,Next Insp Pre-Occ?,CY17 Rating,CY16 Rating,CY15 RATING,CY14 RATING,CY13 RATING,CY12 RATING,CY11 RATING,CY10 RATING,EMDD Notes,EMDD USE,ACA,NCCHC,JCHCO,DSM Assigned?,DSM Assignment Type,FY18 Calendar Days in Use,FY18 Possible Days,FY18 % of Days in Use,FY18 Total Mandays,FY17 Calendar Days in Use,FY17 % of Days in Use,FY17 Total Mandays,FY17 Max Pop Count
BOPALF,ALLENWOOD LOW SECURITY FEDERAL CORRECTIONAL INSTIT,P.O. BOX 1500,WHITE DEER,UNION,PA,17887,3,PHI,PHI,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,6/21/05,6/23/94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPALP,ALLENWOOD US PENITENTIARY,PO BOX 3500,WHITE DEER,UNION,PA,17887,3,PHI,PHI,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,9/14/07,9/18/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
APIBHCA,ALVARADO PARKWAY INSTITUTE,7050 PARKWAY DR,LA MESA,SAN DIEGO,CA,91942,9,SND,SND,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,4,11/4/17,2/27/15,6,3,4,2,0,0,0,0,0,0,0,4,3,3,3,4,2,2,2,5,6,7,3,4,7,9,12,3,79,150,62,2,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,1,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,35,400,9%,"1,360",366,100%,"1,346",13
AMTHOLD,AMARILLO HOLD ROOM,8601 E. AMARILLO BLVD,AMARILLO,POTTER,TX,79801,5,DAL,AMT,Other,HOLD,Yes,Female/Male,A,AS NEEDED,,0,5/7/17,3/21/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,58,662,79,117,24,307,37,98,28,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,1,0%,5,5
AGMDCCA,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,ORANGE,CA,92805,9,LOS,,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,4,11/4/17,7/14/15,4,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,4,7,6,7,5,15,51,53,22,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,35,400,9%,640,235,64%,334,4
ANCHOAK,ANCHORAGE CORRECTIONAL COMPLEX,1400 E. 4TH AVE,ANCHORAGE,ANCHORAGE,AK,99501,9,SEA,ANC,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,1,11/4/17,7/10/88,2,1,1,0,0,0,0,1,2,3,3,0,0,0,0,1,0,1,1,1,1,1,1,1,8,6,5,5,13,31,12,21,13,29,11,19,12,6,6,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,YES,STATE,COUNTY (CORRECTIONS),COUNTY,1/2/96,,,$141.17,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,Minimum Service Standards,,Annual,ORSA,NDS,No,Acceptable,,9/8/17,ORSA,NDS,No,Acceptable,6/9/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Superior,,No,NO,NO,NO,No,NONE,26,400,7%,434,156,43%,204,4
ANDROME,ANDROSCOGGIN COUNTY JAIL,2 TURNER STREET,AUBURN,ANDROSCOGGIN,ME,04210,1,BOS,POM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,1/22/06,8/23/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ANGELTX,ANGELINA COUNTY JAIL,C.S.C. LUFKIN C.F.113 N. SECOND ST.,LUFKIN,ANGELINA,TX,75901,5,HOU,HOU,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/7/04,3/31/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AAORDMD,ANNE ARUNDEL COUNTY ORDNANCE ROAD CORRECTIONAL CTR,600 E. ORDNANCE ROAD,GLEN BURNIE,ANNE ARUNDEL,MD,21060,4,BAL,,IGSA,IGSA,Yes,Male,"A, B",130,2%,20,11/4/17,10/30/17,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,2,1,YES,,COUNTY (CORRECTIONS),COUNTY,9/20/17,9/19/22,,"$118.00 [Pending: 40 (GM); $123.48 (1-40), $118.00 (41-130)]",,NOT INSPECTED,DMCP,Over 72,PBNDS 2011,PREA,Annual,Regular,PBNDS 2011,Yes,Special Review - Pre-Occupancy,Special Review - Pre-Occupancy,8/4/16,N/A,,No,,,1/30/18,PBNDS 2011,Regular,No,,Special Review - Pre-Occupancy,,,,,,,,No,,,,No,,6,400,2%,960,0,0%,0,0
AKPSYNJ,ANNE KLEIN PSYCHIATRIC INSTITUTE,SULLIVAN WAY,W. TRENTON,MERCER,NJ,08628,3,NEW,VRK,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,4/19/07,5/20/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ANJUVMN,ANOKA COUNTY JUVENILE,7555 4TH AVENUE,LINO LAKES,ANOKA,MN,55014,8,SPM,SPM,IGSA,JUVENILE,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/21/10,5/28/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,$199.00,,NOT INSPECTED,JFRMU,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
APACHAZ,APACHE COUNTY JAIL,370 SOUTH WASHINGTON ST,ST JOHNS,APACHE,AZ,85936,9,PHO,PHO,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/3/13,4/25/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,1/31/01,,,$63.00,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,NDS,,N/A,ORSA,NDS,No,Acceptable,,9/1/15,ORSA,NDS,No,Acceptable,7/16/14,,N/A,N/A,No,,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0
ARAPACO,ARAPAHOE COUNTY JAIL,3686 SOUTH COURT PLACE,LITTLETON,ARAPAHOE,CO,80120,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,5/26/08,11/24/90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ARCHUCO,ARCHULETA COUNTY JAIL,449 SAN JUAN STREET,PAGOSA SPRINGS,ARCHULETA,CO,81147,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/23/07,9/7/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AZDCTUC,ARIZONA DEPARTMENT OF CORRECTIONS - TUSCON,10000 SOUTH WILMOT,TUCSON,PIMA,AZ,85734,9,PHO,TUC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/17/90,7/17/90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ARDCTEX,ARKANSAS DEPARTMENT OF CORRECTIONS (TEXARKANA),"100 NORTH STATELINE AVENUE, BOX 21",TEXARKANA,MILLER,AR,75502,8,NOL,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,5/24/04,11/14/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ARLCOVA,ARLINGTON COUNTY JAIL,1435 NORTH COURTHOUSE ROAD,ARLINGTON,ARLINGTON,VA,22201,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,1/4/11,9/11/91,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CONMED,COUNTY (SHERIFF),COUNTY,1/4/02,,,$91.62,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Acceptable,Deficient,10/5/11,Regular,NDS,No,Acceptable,10/28/10,,N/A,N/A,No,,,,,,,Acceptable,Acceptable,,Yes,YES,NO,NO,No,,0,400,0%,0,0,0%,0,0
AROOSME,AROOSTOOK COUNTY JAIL,15 BROADWAY,HOULTON,AROOSTOOK,ME,04730,1,BOS,POM,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,1/23/12,9/25/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,9/11/90,,,$65.00,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,7/7/10,Regular,NDS,No,Superior,8/4/09,,N/A,N/A,No,,,,,,,,Superior,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ARRMCCA,ARROWHEAD REGIONAL MED CENTER,400 N. PEPPER AVENUE,COLTON,COUNTY,CA,92324,9,LOS,ADE,Other,HOSPITAL,No,Female/Male,A,AS NEEDED,,0,10/26/17,6/11/14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,20,400,5%,229,10,3%,4,1
AFRC,ARTESIA FAMILY RESIDENTIAL CENTER,1300 W. RICHEY AVENUE,ARTESIA,COUNTY,NM,88210,10,ELP,EPC,IGSA,FAMILY,Yes,Female/Male,A,648,0%,0,12/17/14,6/27/14,0,0,0,0,87,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,71,0,0,0,391,0,0,0,8,0,0,0,28,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,GEO,6/27/14,,700,b)(4),Pro-bono Platform (Talton),NOT INSPECTED,JFRMU,Over 72,ICE Family Residential Standards,PREA,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0
NYARTHC,ARTHUR KILL CORRECTIONAL FACILITY,2911 ARTHUR KILL ROAD,STATEN ISLAND,RICHMOND,NY,10309,2,NYC,VRK,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,4/16/07,10/11/84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPASH,ASHLAND FEDERAL CORRECTIONAL INSTITUTE,ST RT 716,ASHLAND,BOYD,KY,41105,6,CHI,CHI,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,11/22/04,11/14/85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ATASCTX,ATASCOSA COUNTY JAIL,C/O JAIL ADMINISTRATOR,JOURDANTON,ATASCOSA,TX,78026,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,2/1/07,2/21/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ATCHIKS,ATCHINSON COUNTY JAIL,518 PARALLEL STREET,ATCHINSON,ATCHISON,KS,66002,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/28/04,9/17/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
ATTHOLD,"ATHENS, TX HOLD ROOM",109 W CORSICANA STREET,ATHENS,HENDERSON,TX,75751,5,DAL,,Other,HOLD,Yes,Female/Male,,AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,19,0,0,2,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0
ATLANGA,ATLANTA CITY DETENTION CENTER,254 PEACHTREE STREET SOUTHWEST,ATLANTA,FULTON,GA,30303,11,ATL,ATL,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",200,139%,240,11/4/17,9/17/96,356,277,257,139,16,14,17,49,137,179,177,290,251,227,289,309,189,141,220,279,333,377,282,238,35,35,30,11,579,"2,739","1,429",437,214,691,223,179,209,104,47,37,142,136,152,106,46,94,2,13,142,76,36,24,128,111,8,30,52,36,42,147,157,120,YES,INMATE PHYSICIAN SERVICES,CITY,CITY,4/26/02,,,$78.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,FPBDS,,Annual,Regular,NDS,No,Acceptable,Acceptable,6/29/17,Regular,NDS,No,Acceptable,6/25/15,,NDS,Regular,No,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Superior,,Yes,YES,NO,NO,Yes,ROVING,35,400,9%,"110,914",372,102%,"93,978",435
ATLHOLD,ATLANTA DISTRICT HOLD ROOM,"77 FORSYTH ST., SW.",ATLANTA,FULTON,GA,30303,11,ATL,ATL,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,1,11/4/17,3/30/00,7,1,2,1,0,0,0,2,1,0,0,2,1,2,1,1,2,1,2,2,2,1,1,1,0,0,0,0,"1,147","7,246","4,791","4,649",727,"3,519","2,099","2,491",806,564,462,449,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,20,400,5%,469,350,96%,602,12
ASHRSFL,ATLANTIC SHORES HOSPITAL,4545 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,BROWARD,FL,33308,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,"A, B",AS NEEDED,,0,5/8/17,12/1/10,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,16,12,8,11,2,13,43,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,105,29%,160,3
BOPATW,ATWATER US PENITENTIARY,"#1 FEDERAL WAY, PO BOS 019000",ATWATER,MERCED,CA,95301,9,SFR,SFR,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,3/22/05,4/2/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AUDRNMO,AUDRAIN COUNTY JAIL,1100 LITTLEBY ROAD,MEXICO,AUDRAIN,MO,65265,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/17/04,1/14/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AURORCO,AURORA CITY JAIL,1500 EAST ALAMEDA DRIVE,AURORA,ARAPAHOE,CO,80017,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,4/9/08,4/29/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,,,,b)(4),,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
AUSHOLD,AUSTIN DRO HOLD ROOM,300 EAST 8TH STREET,AUSTIN,TRAVIS,TX,78701,5,SNA,AUS,Other,HOLD,Yes,Male,"A, B, C",AS NEEDED,,4,8/1/17,6/25/10,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,109,"1,443","1,303","1,711",87,"1,087",981,"1,301",116,86,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,1,400,0%,46,38,10%,61,3
AVPARLA,AVOYELLES PARISH PRISON,675 GOVERNMENT STREET,MARKSVILLE,AVOYELLES,LA,71351,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/30/01,10/5/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
