DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,Male.Crim,Male.Non.Crim,Female.Crim,Female.Non.Crim,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use,FY18.Possible.Days,FY18...of.Days.in.Use,FY18.Total.Mandays,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,capacity
APPSCLA,7340 HIGHWAY 26 WEST OBERLIN LA,27,-92.74169308,30.61131511,ALLEN PARISH PUBLIC SAFETY COMPLEX,OBERLIN,ALLEN,LA,70655,5,NOL,OAK,IGSA,IGSA,Yes,Male,0,,55,11/4/17,5/18/16,2016,56,52,0,48,2,17,1,0,0,0,52,0,0,40,12,YES,COUNTY,COUNTY,COUNTY,8/1/15,7/31/25,2025,NA,$51.00 ,,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,5/18/17,Meets Standard,,Yes,NO,NO,NO,No,,35,400,9%,"20,766",372,102%,"18,385",60,1
ARAPACO,3686 SOUTH COURT PLACE LITTLETON CO,41,-105.0127593,39.61427879,ARAPAHOE COUNTY JAIL,LITTLETON,ARAPAHOE,CO,80120,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,5/26/08,11/24/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ARCHUCO,449 SAN JUAN STREET PAGOSA SPRINGS CO,42,-107.01187,37.26610002,ARCHULETA COUNTY JAIL,PAGOSA SPRINGS,ARCHULETA,CO,81147,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,9/23/07,9/7/07,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ARDCTEX,"100 NORTH STATELINE AVENUE, BOX 21 TEXARKANA AR",44,-94.04301445,33.42166916,ARKANSAS DEPARTMENT OF CORRECTIONS (TEXARKANA),TEXARKANA,MILLER,AR,75502,8,NOL,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,5/24/04,11/14/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ARLCOVA,1435 NORTH COURTHOUSE ROAD ARLINGTON VA,45,-77.08329497,38.89036001,ARLINGTON COUNTY JAIL,ARLINGTON,ARLINGTON,VA,22201,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,1/4/11,9/11/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CONMED,COUNTY (SHERIFF),COUNTY,1/4/02,NA,#VALUE!,NA,$91.62 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Deficient,10/5/11,,,Yes,YES,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AROOSME,15 BROADWAY HOULTON ME,46,-67.83830001,46.12460001,AROOSTOOK COUNTY JAIL,HOULTON,AROOSTOOK,ME,4730,1,BOS,POM,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,1/23/12,9/25/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,9/11/90,NA,#VALUE!,NA,$65.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,7/7/10,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ARRMCCA,400 N. PEPPER AVENUE COLTON CA,47,-117.3527716,34.0719364,ARROWHEAD REGIONAL MED CENTER,COLTON,COUNTY,CA,92324,9,LOS,ADE,Other,HOSPITAL,No,Female/Male,0,,0,10/26/17,6/11/14,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,20,400,5%,229,10,3%,4,1,1
ASHRSFL,4545 NORTH FEDERAL HIGHWAY FORT LAUDERDALE FL,56,-80.118708,26.18466399,ATLANTIC SHORES HOSPITAL,FORT LAUDERDALE,BROWARD,FL,33308,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,0,,0,5/8/17,12/1/10,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,105,29%,160,3,1
ATASCTX,C/O JAIL ADMINISTRATOR JOURDANTON TX,51,-98.54561,28.91879,ATASCOSA COUNTY JAIL,JOURDANTON,ATASCOSA,TX,78026,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,2/1/07,2/21/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ATCHIKS,518 PARALLEL STREET ATCHINSON KS,52,-95.11934913,39.56614788,ATCHINSON COUNTY JAIL,ATCHINSON,ATCHISON,KS,66002,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,7/28/04,9/17/00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ATLANGA,254 PEACHTREE STREET SOUTHWEST ATLANTA GA,54,-84.39539002,33.74729002,ATLANTA CITY DETENTION CENTER,ATLANTA,FULTON,GA,30303,11,ATL,ATL,USMS IGA,USMS IGA,Yes,Female/Male,200,139%,240,11/4/17,9/17/96,1996,356,142,136,152,106,46,94,2,13,128,111,8,30,157,120,YES,INMATE PHYSICIAN SERVICES,CITY,CITY,4/26/02,NA,#VALUE!,NA,$78.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,FPBDS,,No,Acceptable,Acceptable,6/29/17,Acceptable,,Yes,YES,NO,NO,Yes,ROVING,35,400,9%,"110,914",372,102%,"93,978",435,200
ATLHOLD,"77 FORSYTH ST., SW. ATLANTA GA",55,-84.39353548,33.75277937,ATLANTA DISTRICT HOLD ROOM,ATLANTA,FULTON,GA,30303,11,ATL,ATL,Other,HOLD,Yes,Female/Male,0,,1,11/4/17,3/30/00,2000,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,20,400,5%,469,350,96%,602,12,1
ATTHOLD,109 W CORSICANA STREET ATHENS TX,53,-95.85517427,32.20424234,"ATHENS, TX HOLD ROOM",ATHENS,HENDERSON,TX,75751,5,DAL,,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
AUDRNMO,1100 LITTLEBY ROAD MEXICO MO,58,-91.81729002,39.16798,AUDRAIN COUNTY JAIL,MEXICO,AUDRAIN,MO,65265,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,11/17/04,1/14/03,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AURORCO,1500 EAST ALAMEDA DRIVE AURORA CO,59,-104.7875944,39.70872709,AURORA CITY JAIL,AURORA,ARAPAHOE,CO,80017,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,4/9/08,4/29/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AUSHOLD,300 EAST 8TH STREET AUSTIN TX,60,-97.73897797,30.26963802,AUSTIN DRO HOLD ROOM,AUSTIN,TRAVIS,TX,78701,5,SNA,AUS,Other,HOLD,Yes,Male,0,,4,8/1/17,6/25/10,2010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1,400,0%,46,38,10%,61,3,1
AVPARLA,675 GOVERNMENT STREET MARKSVILLE LA,61,-92.06660277,31.11591526,AVOYELLES PARISH PRISON,MARKSVILLE,AVOYELLES,LA,71351,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,0,,0,8/30/01,10/5/86,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AVWOMLA,675 GOVERNMENT ST MARKSVILLE LA,62,-92.06660277,31.11591526,AVOYELLES WOMENS CORRECTIONAL CENTER,MARKSVILLE,AVOYELLES,LA,71351,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,0,,0,5/27/04,8/24/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AZDCTUC,10000 SOUTH WILMOT TUCSON AZ,43,-110.868677,32.06509201,ARIZONA DEPARTMENT OF CORRECTIONS - TUSCON,TUCSON,PIMA,AZ,85734,9,PHO,TUC,IGSA,IGSA,Yes,Female/Male,0,,0,7/17/90,7/17/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
AZSPPER,2105 NORTH CITRUS RD GOODYEAR AZ,1014,-112.4441026,33.46827312,PERRYVILLE STATE PRISON,GOODYEAR,MARICOPA,AZ,85395,9,PHO,,IGSA,IGSA,Yes,Male,0,,0,9/28/16,12/27/15,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
BAILECA,446 ALTA ROAD SAN DIEGO CA,523,-116.923428,32.59111301,GEORGE BAILEY DETENTION FACILITY,SAN DIEGO,SAN DIEGO,CA,92158,9,SND,SND,IGSA,IGSA,Yes,Female/Male,0,,0,3/27/17,9/13/11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,11,3%,11,1,1
BAKERFL,1 SHERIFF OFFICE DRIVE MACCLENNY FL,65,-82.12284996,30.29604998,BAKER COUNTY SHERIFF'S OFFICE,MACCLENNY,BAKER,FL,32063,11,MIA,KRO,IGSA,IGSA,Yes,Female/Male,0,,288,11/4/17,6/7/00,2000,292,66,213,48,224,5,183,7,161,190,60,23,6,167,112,YES,MID-LEVEL PROVIDER - ARNP,COUNTY,COUNTY,8/17/09,NA,#VALUE!,NA,$84.72 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,Standard 2.11,No,Acceptable,Acceptable,4/20/17,Acceptable,,No,NO,NO,NO,No,NONE,35,400,9%,"111,280",372,102%,"99,327",297,1
BALDWAL,200 HAND AVE. BAY MINETTE AL,67,-87.77456001,30.88401728,BALDWIN COUNTY CORRECTIONAL CENTER,BAY MINETTE,BALDWIN,AL,36507,11,NOL,NOL,IGSA,IGSA,Yes,Male,0,,1,11/4/17,4/20/11,2011,11,2,2,1,2,0,1,0,1,2,2,0,0,2,2,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/24/09,NA,#VALUE!,NA,$40.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,No,Acceptable,,8/29/17,Acceptable,,No,NO,NO,NO,No,NONE,33,400,8%,"1,589",312,85%,"1,061",15,1
BALHOLD,1530 CATON CENTER DRIVE BALTIMORE MD,68,-76.68146401,39.25525799,BALTIMORE DD&P,BALTIMORE,BALTIMORE,MD,21227,4,BAL,BAL,Other,HOLD,Yes,Male,0,,0,10/29/17,7/1/01,2001,3,0,2,0,0,0,0,0,0,2,0,0,0,1,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,29,400,7%,617,54,15%,88,11,1
BANNOID,5800 SOUTH 5TH AVE POCATELLO ID,69,-112.3898237,42.82366821,BANNOCK COUNTY JAIL,POCATELLO,BANNOCK,ID,83204,9,SLC,BOI,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,9/21/10,1/29/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,6/1/96,NA,#VALUE!,NA,$57.64 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Not Rated,6/30/10,,2007 and 2008 DEFICIENT,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BARNSMA,"ROUTE 6 COURTHOUSE COMPLEX, BOX 397 BARNSTABLE MA",70,-70.30446,41.70194,BARNSTABLE COUNTY,BARNSTABLE,BARNSTABLE,MA,2630,1,BOS,BOS,IGSA,IGSA,Yes,Female/Male,0,,0,4/22/12,10/24/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,10/2/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BARRECA,21077 LYONS VALLEY ROAD ALPINE CA,71,-116.680522,32.71977401,BARRETT HONOR CAMP,ALPINE,PANOLA,CA,91901,9,SND,SND,IGSA,JUVENILE,Yes,Female/Male,0,,0,1/2/01,5/12/86,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BASCOTX,C/O JAIL ADMINISTRATOR BASTROP TX,72,-97.12556264,33.22651227,BASTROP COUNTY JAIL,BASTROP,BASTROP,TX,78602,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,9/18/07,12/27/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BASILLA,3843 STAGG AVENUE BASILE LA,1230,-92.59212096,30.4859755,SOUTH LOUISIANA DETENTION CENTER,BASILE,EVANGELINE,LA,70515,5,NOL,OAK,IGSA,IGSA,Yes,Male,0,,0,1/5/16,1/31/97,1997,0,0,0,0,0,119,50,391,187,0,0,0,0,0,0,YES,COUNTY,GEO,COUNTY,1/16/97,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,PBNDS 2011,Standard 2.11,No,Meets Standard,Meets Standard,2/12/15,,,No,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0,1
BAYAMPR,100 LAUREL AVENUE BAYAMON PR,75,-66.14429979,18.37696917,BAYAMON HOSPITAL,BAYAMON,SANTA JUANITA,PR,956,1,MIA,,Other,HOSPITAL,No,Female/Male,0,,0,8/30/17,3/27/17,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0,400,0%,0,2,1%,2,1,1
BAYCOFL,5600 NEHI ROAD PANAMA CITY FL,74,-85.56636765,30.22623425,BAY COUNTY,PANAMA CITY,BAY,FL,32404,11,MIA,ORL,IGSA,IGSA,Yes,Female/Male,0,,0,11/9/04,1/26/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BEACOSD,BOX 42 HURON SD,76,-98.21414,44.36385,BEADLE COUNTY,HURON,BEADLE,SD,57350,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,3/13/06,7/10/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BEAURLA,412 MAYEAUX DRIVE DE RIDDER LA,81,-92.08171865,31.14397586,BEAUREGARD PARISH JAIL,DE RIDDER,BEAUREGARD,LA,70634,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,11/4/04,2/4/88,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BEAVRPA,6000 WOODLAWN BOULEVARD ALIQUIPPA PA,82,-80.24216999,40.64549001,BEAVER COUNTY JAIL,ALIQUIPPA,BEAVER,PA,15001,3,PHI,PIT,USMS IGA,USMS IGA,Yes,Female/Male,0,,6,11/4/17,8/28/17,2017,17,3,6,0,0,0,0,0,0,6,3,0,0,7,3,YES,SOUTHERN HEALTH PARTNERS,COUNTY (SHERIFF),COUNTY,7/29/02,NA,#VALUE!,NA,$48.00 ,,AUTHORIZED,DMCP,Over 72,Local Standards,,No,Acceptable,,9/18/17,Acceptable,,No,,,,No,,35,400,9%,"3,657",39,11%,187,16,1
BEDCITX,2121 L DON DODSON DRIVE BEDFORD TX,87,-97.13133299,32.842063,BEDFORD MUNICIPAL DETENTION CENTER,BEDFORD,TARRANT,TX,76021,5,DAL,DAL,IGSA,IGSA,Yes,Female/Male,0,,0,11/4/17,7/6/99,1999,27,3,4,3,9,3,12,2,9,3,3,0,0,2,4,NO,CITY,CITY,CITY,6/30/99,NA,#VALUE!,NA,$51.12 ,,AUTHORIZED,DMCP,Under 72,Minimum Service Standards,,No,Acceptable,,10/11/17,Acceptable,,No,NO,NO,NO,No,NONE,20,400,5%,"2,651",225,62%,"4,446",56,1
BEDFOOH,5661 PERKINS ROAD BEDFORD HTS OH,86,-81.497691,41.40576899,BEDFORD HEIGHTS CITY JAIL,BEDFORD HTS,CUYAHOGA,OH,44146,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,0,,0,4/27/15,12/31/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CITY,CITY,CITY,4/29/97,NA,#VALUE!,NA,$65.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,Local Standards,Standard 2.11,No,Acceptable,Acceptable,7/31/14,,,No,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0,1
BEDFOPA,204 THOMAS STREET BEDFORD PA,85,-78.505988,40.01697501,BEDFORD COUNTY JAIL,BEDFORD,BEDFORD,PA,15522,3,PHI,PIT,IGSA,IGSA,Yes,Female/Male,0,,0,12/7/09,3/20/94,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Good,At-Risk,12/12/07,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BEFAMPA,1040 BERKS ROAD LEESPORT PA,102,-76.01710811,40.37995573,BERKS COUNTY FAMILY SHELTER,LEESPORT,BERKS,PA,19533,3,PHI,BRK,IGSA,FAMILY,Yes,Female/Male,96,61%,67,11/4/17,1/7/01,2001,71,58,1,65,0,79,0,80,0,1,51,0,7,58,1,YES,IHSC,COUNTY,COUNTY,NA,NA,#VALUE!,96,"96 (GM); $530,000 Flat Monthly Rate + $10.95 per Person + $788,605 per year Education Cost",,AUTHORIZED,JFRMU,Over 72,ICE Family Residential Standards,PREA,No,,,,,,No,NO,NO,NO,No,,35,400,9%,"23,543",372,102%,"23,814",88,96
BEHOSNY,462 1ST AVENUE NEW YORK NY,92,-73.97633301,40.73953002,BELLEVUE HOSPITAL,NEW YORK,NEW YORK,NY,10016,2,NYC,NYC,Other,HOSPITAL,No,Female/Male,0,,0,4/10/17,6/5/14,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,9,2%,9,1,1
BEJUVPA,1261 COUNTY WELFARE ROAD LEESPORT PA,101,-76.01768199,40.38286998,BERKS COUNTY,LEESPORT,BERKS,PA,19533,3,PHI,PHI,IGSA,JUVENILE,Yes,Female/Male,0,,0,3/29/12,2/2/94,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,Over 72,,,No,Superior,Acceptable,5/4/07,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BELCOTX,111 W. CENTRAL BELTON TX,89,-97.46490103,31.05670368,BELL COUNTY JAIL,BELTON,BELL,TX,76513,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,9/24/07,5/22/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BELJUTX,4800 EAST RANCIER KILLEEN TX,90,-97.67629701,31.11495098,BELL COUNTY JUVENILE,KILLEEN,BELL,TX,76543,5,SNA,SNA,IGSA,JUVENILE,Yes,Female/Male,0,,0,2/19/07,1/21/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BELKNNH,76 COUNTY DR LACONIA NH,88,-71.48490099,43.54372815,BELKNAP COUNTY JAIL,LACONIA,BELKNAP,NH,3246,1,BOS,BOS,IGSA,IGSA,Yes,Female/Male,0,,0,10/21/02,10/21/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BELPDMI,6 MAIN ST. BELLEVILLE MI,91,-83.485488,42.20517699,BELLEVILLE POLICE DEPARTMENT (MICHIGAN),BELLEVILLE,WAYNE,MI,48111,6,DET,DET,IGSA,IGSA,Yes,Female/Male,0,,0,3/28/04,3/23/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BENTCCO,11100 COUNTY RD GG 75 LAS ANIMAS CO,95,-103.2072174,37.6440554,BENT COUNTY JAIL,LAS ANIMAS,BENT,CO,81054,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,10/8/07,7/12/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CCA,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BENTOAR,1300 SW 14TH STREET BENTONVILLE AR,96,-94.22899298,36.35956098,BENTON COUNTY DETENTION CENTER,BENTONVILLE,BENTON,AR,72712,8,NOL,NOL,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,6/11/08,1/30/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (SHERIFF),COUNTY,10/25/00,NA,#VALUE!,NA,$40.00 ,,AUTHORIZED,DMCP,Over 72,Local Standards,,No,Good,Deficient,2/29/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BENTOIA,113 E 3RD ST VINTON IA,97,-92.0240381,42.16873569,BENTON COUNTY JAIL,VINTON,BENTON,IA,52349,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,11/19/03,5/4/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BENTOMN,581 HIGHWAY 23 NE FOLEY MN,99,-93.91051,45.66761999,BENTON COUNTY JAIL,FOLEY,BENTON,MN,56329,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,12/3/02,7/2/99,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
BENTOWA,7320 W. QUINAULT KENNEWICK WA,98,-119.2203596,46.2211458,BENTON COUNTY JAIL,KENNEWICK,BENTON,WA,99336,9,SEA,RIC,IGSA,IGSA,Yes,Female/Male,0,,0,12/22/09,11/9/05,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$76.00 ,,USE PROHIBITED,DMCP,Under 72,,,No,Good,Deficient,10/22/09,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
