DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
BEFAMPA,BERKS COUNTY FAMILY SHELTER,1040 BERKS ROAD,LEESPORT,BERKS,PA,19533,3,PHI,BRK,IGSA,FAMILY,Yes,0,0,0,0,27,6,0,0,4,0,0,0,30,0,0,0,0,0,32,1,4,0,30,0
BERKSPA,BERKS COUNTY PRISON,1287 COUNTY WELFARE ROAD,LEESPORT,BERKS,PA,19533,3,PHI,BRK,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BESECPA,BERKS COUNTY SECURED JUVENILE,1261 COUNTY WELFARE ROAD,LEESPORT,BERKS,PA,19533,3,PHI,BRK,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRKHOLD,BERKS HOLD ROOM,1243 COUNTY WELFARE RD,LEESPORT,BERKS,PA,19533,3,PHI,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERNANM,BERNALILLO COUNTY DETENTION CENTER,415 ROMA N.W.,ALBUQUERQUE,BERNALILLO,NM,87102,10,ELP,ELP,IGSA,DIGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWDGICA,BEST WESTERN DRAGON GATE INN,818 N. HILL ST.,LOS ANGELES,LOS ANGELES,CA,90012,9,LOS,LOS,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWMARCA,BEST WESTERN MARINA,800 BAY MARINA DR,NATIONAL CITY,SAN DIEGO,CA,91950,9,SND,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISHOSNY,BETH ISRAEL HOSPITAL,305 1ST AVENUE # DAZIAN 7,NEW YORK,NEW YORK,NY,10003,2,NYC,VRK,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXARTX,BEXAR COUNTY JAIL,C/O JAIL ADMINISTRATOR,SAN ANTONIO,BEXAR,TX,78207,5,SNA,SNA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXJUTX,BEXAR COUNTY JUVENILE,600 MISSION ROAD,SAN ANTONIO,BRAZOS,TX,77803,5,SNA,SNA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCCBXTX,BEXAR COUNTY WACKENHUT ANNUAL DETENTION,1211 WEST TRAVIS STREET,SAN ANTONIO,BEXAR,TX,78207,5,SNA,SNA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHCELLA,BHC EAST LAKE (HOSP.),5650 READ BLVD,NEW ORLEANS,ORLEANS PARISH,LA,70127,5,NOL,NOL,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIGHOMT,BIG HORN COUNTY JAIL (MONTANA),COUNTY COURTHOUSE,HARDIN,BIG HORN,MT,59034,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIGHOWY,BIG HORN COUNTY JAIL (WYOMING),BOX 69,BASIN,BIG HORN,WY,82410,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPBIG,BIG SPRING FEDERAL CORRECTIONAL INSTITUTE,1900 SIMLER,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCHOLD,BIG SPRING HOLD ROOM,1701 APRON DRIVE,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BILHOLD,BILLINGS HOLD ROOM,2900 4TH AVE NORTH,BILLINGS,YELLOWSTONE,MT,59101,9,SLC,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BINGHID,BINGHAM COUNTY JAIL,501 NORTH MAPLE,BLACKFOOT,BINGHAM,ID,83221,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHMHOLD,BIRMINGHAM HOLD ROOM,UNAVAILABLE,HOMEWOOD,JEFFERSON,AL,35219,11,NOL,BHM,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKIA,BLACK HAWK COUNTY JAIL,225 E. 6TH STREET,WATERLOO,BLACK HAWK CO JAIL,IA,59523,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLAINMT,BLAINE COUNTY JAIL,400 OHIO ST,CHINOOK,BLAINE,MT,59523,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLANCTX,BLANCO COUNTY JAIL,C/O COUNTY SHERIFF,JOHNSON CITY,BLANCO,TX,78636,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOUNTN,BLOUNT COUNTY JUSTICE CENTER,940 LAMAR ALEXANDER PARKWAY,MARYVILLE,BLOUNT,TN,37801,6,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOJVTN,BLOUNT COUNTY JUVENILE DETENTION CENTER,329 COURT ST,MARYVILLE,BLOUNT,TN,37804,6,NOL,NOL,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOIHOLD,BOISE HOLDROOM,1185 S. VINNELL WAY,BOISE,ADA,ID,83709,9,SLC,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONNRID,BONNER COUNTY DETENTION CENTER,"4001 N, BOYER AVE",SANDPOINT,BONNER,ID,83864,9,SLC,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONNEID,BONNEVILLE COUNTY,605 NORTH CAPITAL,IDAHO FALLS,BONNEVILLE,ID,83402,9,SLC,BOI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOONEKY,BOONE COUNTY JAIL,3020 CONRAD LANE,BURLINGTON,BOONE,KY,41005,6,CHI,CHI,USMS IGA,USMS IGA,Yes,1,0,3,0,25,37,49,21,0,0,0,0,0,0,0,0,1,3,35,97,0,0,0,0
BOSHOLD,BOSTON HOLD ROOM,10 NEW ENGLAND EXECUTIVE PARK,BURLINGTON,MIDDLESEX,MA,1803,1,BOS,BOS,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPC,BOSTON SPC,U.S. COAST GUARD SUPPORT CENTER,BOSTON,SUFFOLK,MA,2109,1,BOS,BOS,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTTIND,BOTTINEAU COUNTY JAIL,314 WEST FIFTH ST.,BOTTINEAU,BOTTINEAU,ND,58318,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOULDCO,BOULDER COUNTY JAIL,1777 6TH ST.,BOULDER,BOULDER,CO,80302,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUNDID,BOUNDARY COUNTY,6438 KOOTENAI,BONNERS FERRY,BOUNDARY,ID,83805,9,SLC,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOWCOTX,BOWIE COUNTY JAIL,100 N. STATE LINE,TEXARKANA,HARRIS,TX,77501,5,DAL,DAL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOXBUNE,BOX BUTTE COUNTY,512 NIOBRARA AVENUE,ALLIANCE,BOX BUTTE,NE,69301,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOXELUT,BOX ELDER COUNTY,21 SOUTH MAIN,BRIGHAM,BOX ELDER,UT,84302,10,SLC,SLC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRADEFL,BRADENTON DETENTION CENTER,515 11TH STREET WEST,BRADENTON,MANATEE,FL,34205,11,MIA,TAM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZITX,BRAZORIA COUNTY DETENTION,3602 COUNTY ROAD 45,ANGELTON,BRAZORIA,TX,77515,5,HOU,HOU,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZOTX,BRAZOS COUNTY JAIL,300 E 26TH ST # 105,BRYAN,BRAZOS,TX,77801,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREMEIA,BREMER COUNTY JAIL,111 4TH STREET NE,WAVERLY,BREMER,IA,50677,8,SPM,,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREVDFL,BREVARD COUNTY JAIL COMPLEX,860 CAMP ROAD,COCOA,BREVARD,FL,32927,11,MIA,ORL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREWSTX,BREWSTER COUNTY JAIL,307 WEST SUL ROSS AVENUE,ALPINE,BREWSTER,TX,79830,5,ELP,EPC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTBRICC,BRIDGEPORT CORRECTIONAL CENTER,1106 NORTH AVENUE,BRIDGEPORT,FAIRFIELD,CT,6604,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MABSHOS,BRIDGEWATER STATE HOSPITAL,BRIDGEWATER STATE HOSPITAL,BRIDGEWATER,PLYMOUTH,MA,2324,1,BOS,BOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRINDMA,BRISTOL COUNTY DETENTION CENTER,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,BRISTOL,MA,2747,1,BOS,BOS,IGSA,IGSA,Yes,0,0,3,9,32,18,45,86,0,0,0,0,0,0,0,0,1,11,54,127,0,0,0,0
BRINBMA,BRISTOL COUNTY JAIL (NEW BEDFORD),226 ASH ST,NEW BEDFORD,BRISTOL,MA,2740,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSAHOLD,BROADVIEW SERVICE STAGING,1930 BEACH STREET,BROADVIEW,COOK,IL,60155,7,CHI,CHI,Other,STAGING,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROADMT,BROADWATER COUNTY SHERIFF,519 BROADWAY,TOWNSEND,BROADWATER,MT,59644,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHFLDMI,BRONSON HOSPITAL FIELDSTONE CENTER,165 N. WASIHNGTON AVENUE,BATTLE CREEK,COUNTY,MI,49017,6,DET,,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROPDIL,BROOKFIELD POLICE DEPARTMENT,8820 BROOKFIELD AVEN,BROOKFIELD,COOK,IL,60513,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKSD,BROOKINGS COUNTY JAIL (SOUTH DAKOTA),315 7TH AVENUE,BROOKINGS,BROOKINGS,SD,57006,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPBRO,BROOKLYN MDC,100 29TH STREET,BROOKLYN,KINGS,NY,11232,2,NYC,VRK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROKSTX,BROOKS COUNTY DETENTION CENTER,901 COUNTY ROAD 201,FALFURRIAS,BROOKS,TX,78355,5,SNA,PIC,USMS IGA,USMS IGA,Yes,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0
BROOKTX,BROOKS COUNTY JAIL (SHERIFF),801 COUNTY ROAD 201,FALFURRIAS,BROOKS,TX,78355,5,SNA,PIC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROMMNY,BROOME COUNTY JAIL,897 FRONT STREET,BINGHAMPTON,BROOME,NY,13905,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOMCO,BROOMFIELD DETENTION CENTER,11600 RIDGE PARKWAY,BROOMFIELD,JEFFERSON,CO,80021,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROCRFL,BROWARD CORRECTIONAL,P.O. BOX 8540,PEMBROKE PINES,CHARLES MIX,FL,33332,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROJAFL,BROWARD COUNTY JAIL,555 SE 1ST AVENUE,FT.LAUDERDALE,BROWARD,FL,33301,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRGMCFL,BROWARD GENERAL MEDICAL CENTER,1600 SOUTH ANDREWS AVENUE,FT. LAUDERDALE,BROWARD,FL,33316,11,MIA,KRO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCCPBFL,BROWARD TRANSITIONAL CENTER,3900 NORTH POWERLINE ROAD,POMPANO BEACH,BROWARD,FL,33073,11,MIA,KRO,CDF,CDF,Yes,87,2,1,0,519,31,3,0,1,0,0,0,1,0,0,0,87,3,477,76,1,0,1,0
BROWNSD,BROWN COUNTY JAIL,22 SE COURT STREET,ABERDEEN,SAN DIEGO,SD,57401,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRNPDMI,BROWNSTOWN POLICE DEPARTMENT,23125 KING ROAD,BROWNSTOWN,WAYNE,MI,48183,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRULESD,BRULE COUNTY JAIL,300 SOUTH COURTLAND,CHAMBERLAIN,BRULE,SD,57325,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRCHOLD,BRUSH HOLDROOM,515 INDUSTRIAL PARK ROAD,BRUSH,MORGAN,CO,80723,10,DEN,DEN,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRYANGA,BRYAN COUNTY JAIL,95 PUBLIC SAFETY WAY,PEMBROKE,BRYAN,GA,31321,11,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCORTX,BSCC AIRPARK UNIT,3700 WRIGHT AVENUE,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCDRTX,BSCC CEDAR HILL UNIT,3711 WRIGHT AVENUE,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSFLTTX,BSCC FLIGHTLINE UNIT,2001 RICKABAUGH DR,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSGDFTX,BSCC GILES DARBY FACILITY,805 N. AVENUE F,POST,GARZA,TX,79356,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSNTRTX,BSCC INTERSTATE UNIT,1801 W. I-20,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUCKSPA,BUCKS COUNTY JAIL (PENNSYLVANIA),MAIN AND COURT STS,DOYLESTOWN,BUCKS,PA,18901,3,PHI,PHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENAIA,BUENA VISTA COUNTY JAIL,411 EXPANSION BLVD,STORM LAKE,BUENA VISTA,IA,50588,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTV,BUFFALO (BATAVIA) SERVICE PROCESSING CENTER,4250 FEDERAL DRIVE,BATAVIA,GENESEE,NY,14020,2,BUF,BTV,SPC,SPC,Yes,0,0,0,0,230,77,104,151,0,0,0,0,0,0,0,0,0,0,241,321,0,0,0,0
NYBUFFC,BUFFALO CORRECTIONAL FACILITY,3052 WENDE ROAD,ALDEN,ERIE,NY,14004,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFHOLD,BUFFALO HOLD ROOM,130 DELAWARE AVE,BUFFALO,BUFFALO,NY,14202,2,BUF,BUF,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULLOGA,BULLOCK COUNTY JAIL,17257 HWY 301 N,STATESBORO,BULLOCH,GA,30458,11,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURLEND,BURLEIGH COUNTY,P.O. BOX 1416,BISMARCK,BURLEIGH,ND,58502,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURNETX,BURNET COUNTY JAIL,JAIL ADMINISTRATOR,BURNET,BURNET,TX,78611,5,SNA,AUS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTLEOH,BUTLER COUNTY JAIL,705 HANOVER STREET,HAMILTON,BUTLER,OH,45011,6,DET,CLM,IGSA,IGSA,Yes,2,2,2,4,27,31,35,29,0,0,0,0,0,0,0,0,6,4,45,77,0,0,0,0
BUTLEKS,BUTLER COUNTY JAIL,701 SE STONE ROAD,EL DORADO,BUTLER,KS,67042,10,CHI,WIC,USMS IGA,USMS IGA,Yes,0,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
BUTLEPA,BUTLER COUNTY JAIL (PENNSYLVANIA),121 VOGELEY WAY,BUTLER,BUTLER,PA,16001,3,PHI,PIT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPBUT,BUTNER FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 1000,BUTNER,GRANVILLE,NC,27509,4,ATL,CLT,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILBOMT,BUTTE-SILVER BOW COUNTY JAIL,155 WEST QUARTZ STREET,BUTTE,SILVER BOW,MT,59701,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFGHITX,"BYRD'S FOSTER GROUP HOME, INC",5708 HARDY ST,HOUSTON,HARRIS,TX,77009,5,HOU,,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBRRSNC,CABARRUS COUNTY JAIL,30 CORBAN AVENUE SE,CONCORD,CABARRUS,NC,28025,4,ATL,CLT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHEUT,CACHE COUNTY JAIL,50 WEST 200 NORTH,LOGAN,CACHE,UT,84321,10,SLC,SLC,USMS IGA,USMS IGA,Yes,0,1,1,0,0,18,19,5,0,0,0,0,0,0,0,0,0,2,6,36,0,0,0,0
CALCALA,CALCASIEU PARISH,5410 EAST BROAD STREET,LAKE CHARLES,CALCASIEU,LA,70601,5,NOL,OAK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALDWMO,CALDWELL COUNTY DETENTION CENTER,280 WEST MAIN STREET,KINGSTON,CALDWELL,MO,64650,8,CHI,KAN,IGSA,IGSA,Yes,1,2,1,1,6,6,3,0,0,0,0,0,0,0,0,0,1,4,6,9,0,0,0,0
CALDWTX,CALDWELL COUNTY JAIL,C/O SHERIFF,LOCKHART,CALDWELL,TX,78644,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALHOMI,CALHOUN COUNTY CORRECTIONAL CENTER,185 EAST MICHIGAN AVENUE,BATTLE CREEK,BRANCH,MI,49014,6,DET,DET,IGSA,IGSA,Yes,25,5,6,3,30,43,33,27,0,0,0,0,0,0,0,0,26,13,47,86,0,0,0,0
CAMENCE,"CALIF. MEN COLONY, EAST",HIGHWAY 1  PO BOX 8101,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,9,LOS,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMENCW,"CALIF. MEN COLONY, WEST",HIGHWAY 1 PO BOX 8101,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,9,LOS,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACTYCA,CALIFORNIA CITY CORRECTIONAL CENTER,22844 VIRGINIA BOULEVARD,CALIFORNIA CITY,KERN,CA,93505,9,SFR,BKI,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASPSAT,CALIFORNIA STATE,CA. SUBSTANCE ABUSE TREATMENT FACILITY,CORCORAN,KINGS,CA,93212,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASPCAL,CALIPATRIA STATE,7018 BLAIR ROAD,CALIPATRIA,IMPERIAL,CA,92233,9,SND,LOS,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALLAMO,CALLAWAY COUNTY JAIL,1201 STATE ROAD O,FULTON,CALLAWAY,MO,65251,8,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBRPA,CAMBRIA COUNTY JAIL,425 MANOR DRIVE,EBENSBURG,CAMBRIA,PA,15931,3,PHI,YRK,USMS IGA,USMS IGA,Yes,0,0,0,0,6,14,7,2,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0
CAMDENJ,CAMDEN COUNTY JAIL,830 FEDERAL STREET,CAMDEN,CAMDEN,NJ,8101,3,NEW,NEW,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMERTX,CAMERON COUNTY JAIL,954 E. HARRISON,BROWNSVILLE,CAMERON,TX,78520,5,SNA,PIC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGEIA,CAMP DODGE,7105 NW 7OTH AVE.,JOHNSTON,POLK,IA,50131,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMCOWY,CAMPBELL COUNTY JAIL,600 WEST BOXELDER,GILLETTE,CAMPBELL,WY,82718,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADOK,CANDIAN COUNTY (EL RENO),208 W. ROGERS,EL RENO,CANADIAN,OK,73036,10,DAL,OKC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANYNID,CANYON COUNTY JAIL - DALE G HAILE DET CEN,219 N. 12TH AVENUE,CALDWELL,CANYON,ID,83605,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARBOPA,CARBON COUNTY CORRECTIONL,ROUTE 93 & BROAD STREET,NESQUEHONING,CARBON,PA,18240,3,PHI,PHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARBOWY,CARBON COUNTY JAIL,BOX 190,RAWLINS,CARBON,WY,82301,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
